      [-0.16613385, -0.0923139 ,  0.01298638, -0.10102796, -0.02631073,
        0.1602148 , -0.19370866,  0.10676528,  0.09851481,  0.20563189,
        0.12668379,  0.20634539, -0.1753239 , -0.22683625, -0.16038071,
        0.25681896, -0.15235351, -0.06460454,  0.29732407,  0.19939769,
        0.06468543, -0.03835027, -0.04017697,  0.09086693,  0.25921212,
       -0.10426988, -0.07731807, -0.13385882, -0.28880273, -0.17080917,
       -0.24388038,  0.12390047, -0.12298862, -0.19967518,  0.11125739,
        0.27518467, -0.11208797, -0.24355059, -0.14565526,  0.01860567,
        0.18210409,  0.2530453 , -0.27864151, -0.17687367, -0.04929373,
       -0.18815034, -0.23400991,  0.09791081,  0.17817597,  0.16554297,
        0.2232339 , -0.07559525, -0.28573005, -0.11473508,  0.18398941,
        0.10934518, -0.1861444 , -0.19677015,  0.2167073 ,  0.1615115 ,
       -0.08161988, -0.01400912,  0.29982507,  0.10233734,  0.05870187,
        0.21053077, -0.06626195,  0.22315432, -0.25790915, -0.25017539,
        0.0472895 , -0.23980044,  0.0799114 , -0.19355046, -0.17689901,
       -0.18782323, -0.16050884, -0.15888436,  0.20060528,  0.1698302 ,
       -0.13298547,  0.01266564,  0.11876714,  0.28700688,  0.08607202,
       -0.29595203, -0.03982767,  0.18619449,  0.16520634, -0.12845286,
       -0.21519315,  0.11549726,  0.21662252, -0.23733129,  0.02673123,
       -0.258263  ,  0.13528619, -0.12368829, -0.05217848,  0.13498056,
       -0.13160567, -0.12952222, -0.19747785,  0.13660503, -0.22139612,
       -0.12586261, -0.17626851, -0.19495582, -0.01881277, -0.01834575,
       -0.21807132, -0.07246764,  0.26922834,  0.05864142, -0.25519356,
       -0.21750016,  0.10952941, -0.29214215, -0.12569538, -0.04499991,
       -0.18212193, -0.0571677 ,  0.18788635,  0.12945571, -0.23142385,
        0.19140596,  0.14851929, -0.10712116, -0.22781874,  0.1713679 ,
       -0.1633792 ,  0.23242088, -0.16241422,  0.19927133,  0.05163285,
       -0.13074187,  0.16682886, -0.14759389,  0.21077124,  0.09623765,
        0.24247408, -0.23369862, -0.29318659,  0.21492964, -0.29052087,
        0.05565392,  0.14880487, -0.23122566, -0.21613402, -0.24246896,
        0.01673759,  0.27491439,  0.05860599,  0.26247891,  0.08095053,
        0.14334022, -0.20688692,  0.19687911, -0.04256068,  0.08066186,
       -0.13100447, -0.24842729,  0.23889463, -0.09033648,  0.23498231,
       -0.07913176, -0.03867808,  0.27281853,  0.24394718,  0.25371463,
       -0.13565209, -0.22760939, -0.22787666, -0.04460865, -0.16851297,
        0.13462367,  0.01318071,  0.21947373,  0.07179233, -0.16941126,
       -0.23891649, -0.01333173, -0.19633408, -0.03994945,  0.06729621,
       -0.18058954,  0.21778759, -0.27264494, -0.01387303,  0.28535775,
       -0.12467733, -0.22225621, -0.17508212,  0.06436848,  0.27171323,
        0.01566234,  0.22663562, -0.22646261,  0.17088808,  0.11956358,
        0.08535483,  0.1220108 ,  0.09032372, -0.00878187,  0.0475174 ,
       -0.16151562,  0.14217946, -0.09981256, -0.18575291, -0.1611418 ,
       -0.24378622, -0.01177546, -0.28026746,  0.0402466 ,  0.19950577,
       -0.20761269,  0.06621216, -0.18398245, -0.13297088, -0.10487718,
       -0.16984604,  0.26939407,  0.28093274, -0.19960397, -0.023338  ,
       -0.0932596 , -0.14664854,  0.08871059, -0.20948565, -0.03256656,
       -0.09874344, -0.19855319,  0.08504799, -0.16990832, -0.14196072,
        0.18849743, -0.03926983,  0.24172218, -0.09988707,  0.27298111,
        0.24272496, -0.05132405,  0.11369135, -0.28863686,  0.09168984,
        0.02199883, -0.25779918, -0.14088406,  0.22482999,  0.06495381,
       -0.26974609,  0.13703026, -0.0326722 ,  0.13194226,  0.17844187,
        0.24105325,  0.16849078, -0.17477279, -0.17011386, -0.29141099,
       -0.13446874, -0.13746051,  0.15110227,  0.01317357,  0.01800443,
        0.20424538, -0.29444668,  0.13505485,  0.10663128, -0.15783361,
        0.09755298, -0.26328326,  0.27419447,  0.06579635, -0.00430122,
        0.15243461, -0.07309385,  0.2127999 , -0.28991432,  0.16585201,
       -0.24358728, -0.23863453,  0.18472089, -0.08609122,  0.19588335,
        0.09929413,  0.00306515, -0.03189419,  0.20700765,  0.08021432,
       -0.22837286, -0.24228775,  0.17533042, -0.06426287,  0.29416304,
        0.10755227,  0.12595585, -0.09215601,  0.13478683,  0.21014368,
       -0.22236225, -0.18953798,  0.00640609, -0.12857494, -0.28342411,
       -0.23851755, -0.01509597,  0.09274436,  0.01013924, -0.13935769,
        0.04045776,  0.24689593, -0.05968372,  0.08784867, -0.15493194,
        0.13520642, -0.13845985, -0.07233534, -0.15856086,  0.18295629,
        0.00692177,  0.00081436,  0.05284151, -0.24017065,  0.16564841,
       -0.21047696,  0.16792789,  0.26620938,  0.21116705, -0.07154998,
        0.07182371,  0.15262086,  0.29215168, -0.23950318, -0.23904318,
       -0.2450203 ,  0.2945057 , -0.04503672,  0.23852807, -0.02517307,
        0.26465888, -0.1829905 ,  0.28483899,  0.29301132, -0.06563378,
       -0.07565201,  0.03066016,  0.00956659, -0.09009929,  0.07447792,
       -0.18220946,  0.17529197, -0.18937703,  0.16883858,  0.00267073,
        0.28915679,  0.25805559, -0.29413925, -0.14736766,  0.28729378,
       -0.08691077,  0.03669328,  0.11139543,  0.04979228, -0.15315994,
       -0.0094478 , -0.26146524, -0.05813154,  0.03814158, -0.08835589,
       -0.02674483,  0.17417413,  0.26098598,  0.03685012,  0.23285375,
       -0.047978  , -0.07391131,  0.03277918, -0.04301818, -0.08814151,
        0.01024079,  0.16008372,  0.25565147,  0.01616232,  0.06130462,
        0.14447109,  0.19630848,  0.27780913,  0.1429717 , -0.23652611,
        0.15456752,  0.14143047,  0.15115506,  0.15956367,  0.15430144,
        0.00048751,  0.12614836, -0.1595843 , -0.23300957,  0.2445973 ,
       -0.21783392, -0.16702847,  0.11889039, -0.29977719,  0.20869161,
        0.11240841,  0.24852092,  0.23926545,  0.21660057,  0.10122315,
        0.10805175,  0.13475135,  0.10391557,  0.08862713,  0.12681238,
       -0.02634781, -0.13724237, -0.23036342,  0.08866857, -0.25894762,
       -0.28218825,  0.27588016,  0.15359396, -0.11526949,  0.01438225,
        0.24452055, -0.06018282,  0.15614651,  0.15326201, -0.04525791,
        0.26063597, -0.07214576,  0.02380523, -0.29299722,  0.04924736,
        0.26042895,  0.04916519, -0.13807073, -0.06597241, -0.13511668,
       -0.13045719, -0.16612324, -0.18053515, -0.21916728, -0.16074704,
        0.03684296, -0.13746609, -0.23626754,  0.16509742, -0.01103137,
       -0.02150614,  0.28941778,  0.26278362, -0.25151044,  0.24312256,
        0.17299771, -0.09019367,  0.24788981, -0.202513  , -0.18641462,
       -0.1485377 ,  0.27241923, -0.00974015,  0.00423027, -0.22475471,
       -0.23197811,  0.03504906, -0.1120075 , -0.0146502 ,  0.04274671,
       -0.24394168,  0.02871288,  0.0442821 , -0.03795596,  0.08768032,
       -0.2099742 ,  0.04193251, -0.03307886, -0.11408454, -0.2883753 ,
       -0.18755194,  0.11647009,  0.29020859, -0.12221958, -0.29353645,
        0.05164765, -0.2621079 , -0.01573578,  0.19064048,  0.01103369,
