[ -1.90186387e-01,   9.21714520e-02,  -2.25914726e-01,
         6.45186376e-02,  -8.48063435e-02,   1.52739228e-01,
        -1.90018225e-01,  -2.68238287e-01,  -1.41296172e-01,
         2.52863335e-01,   2.10122802e-01,   2.47500817e-01,
         2.92507393e-01,   2.39611365e-01,   6.23800959e-02,
         1.44852370e-01,  -2.62087349e-01,  -1.18799352e-01,
        -1.28535420e-01,   2.52623327e-01,  -2.86780789e-01,
         2.42614819e-01,  -2.62446196e-01,   1.85857769e-01,
        -1.04484438e-01,   2.56624558e-01,  -1.37983458e-01,
         1.87206340e-01,   9.51450444e-02,  -1.79680040e-01,
         1.53756568e-01,  -7.45928352e-02,   2.63885418e-01,
        -2.25138404e-01,   2.76359387e-01,   1.03904260e-01,
        -4.72083787e-02,   1.29020768e-02,   3.46888726e-03,
         2.21943066e-02,   2.57130015e-01,  -1.63790641e-01,
         7.08872876e-03,  -2.96814486e-01,   1.23029968e-01,
        -1.05374588e-01,  -1.09762029e-01,  -2.91295773e-01,
         2.46101766e-01,   1.57132422e-01,   1.12236162e-01,
        -9.38344029e-02,   2.34160563e-01,  -6.64908424e-02,
         1.98405590e-01,  -2.69960127e-01,   1.84841406e-01,
        -2.36879777e-01,  -1.50482395e-01,  -1.40962059e-01,
         2.71216938e-01,   1.71657232e-01,   9.72333811e-02,
        -1.50885534e-01,  -7.09963953e-02,  -2.08858710e-01,
         2.90856159e-01,   3.03772835e-02,  -7.97846308e-02,
        -2.87352688e-01,  -1.74851867e-01,   2.98359122e-01,
        -1.86524416e-01,   1.06833485e-01,   9.95897602e-02,
        -2.08226840e-01,  -1.82737567e-01,   1.78870142e-01,
        -1.19878178e-02,  -7.43171983e-02,  -1.39273775e-01,
        -3.65872234e-02,   1.97116287e-01,   2.42145414e-01,
        -2.16301616e-01,   2.65491310e-01,  -2.51798434e-02,
         2.07558238e-01,  -7.57816311e-02,   2.41083739e-01,
        -1.58031358e-01,  -1.96637291e-01,  -2.91233656e-02,
        -6.44604122e-02,  -8.51949658e-02,   1.51440514e-02,
        -3.00683539e-02,  -5.71120769e-03,  -1.10935188e-02,
        -5.98970610e-02,   2.26851776e-01,  -8.62029950e-02,
        -1.88836570e-01,  -2.78476684e-01,   2.42195455e-01,
         2.40795734e-01,  -2.79921389e-02,  -2.11564050e-01,
         1.61799006e-01,   2.75332568e-01,  -1.30998802e-01,
         4.53030303e-02,  -5.54487984e-02,   1.72879243e-01,
        -1.11703983e-01,  -1.15987020e-01,   2.20968881e-01,
         2.09035214e-01,  -3.23525508e-02,   2.07626594e-01,
        -1.71291412e-01,  -4.79538991e-02,  -1.36367922e-01,
        -2.81290227e-01,  -8.52570697e-02,   2.53153513e-02,
        -2.21360174e-01,  -2.12515873e-01,   5.59025693e-02,
        -5.86985805e-02,  -6.77184472e-02,  -2.49845645e-01,
        -2.66849660e-01,  -1.14927568e-01,   1.08457695e-01,
         4.63012774e-02,   1.97842457e-01,  -2.50169156e-01,
        -9.42810777e-02,  -1.75038356e-01,   2.25508988e-01,
         2.11357145e-01,  -8.15650079e-02,   2.80754394e-02,
         6.33451878e-03,   3.00282417e-02,   2.45742387e-01,
        -1.53779678e-01,   2.02408296e-01,  -2.11067042e-01,
        -1.91902827e-01,  -2.15491297e-01,  -2.11589595e-01,
        -2.02730278e-02,  -2.58366146e-01,  -1.70693902e-01,
        -1.24484812e-01,   2.95807429e-01,   1.28222251e-01,
         2.79753394e-01,  -1.22212627e-01,  -2.12572139e-01,
        -9.24335294e-02,  -1.70930670e-01,  -8.75324686e-02,
         1.19420249e-01,  -5.06013961e-02,   2.58813914e-01,
         2.28799796e-01,  -2.01879030e-02,   7.60944355e-02,
         1.29159481e-01,  -3.45277579e-02,   2.09784022e-01,
        -4.40887560e-02,   8.50634512e-02,   2.76615611e-01,
        -1.51382270e-01,  -2.93254443e-01,   5.16038508e-02,
        -8.18460733e-02,  -1.98932897e-02,  -1.82615603e-01,
        -2.11915184e-01,  -9.40989975e-02,  -1.47720775e-01,
        -4.86216439e-02,   2.91387137e-02,   1.27876358e-01,
        -3.85741393e-02,   2.11155849e-01,  -2.01084905e-01,
        -2.57219506e-01,   2.39809765e-01,  -1.11803381e-01,
         1.55120950e-01,  -1.87161207e-01,  -2.51530609e-01,
         5.49379276e-02,   4.93804947e-02,  -1.41007127e-01,
        -4.51530431e-02,   2.69655416e-01,  -4.34368061e-02,
         1.09514039e-01,  -2.53052330e-01,  -9.63731078e-02,
         1.49112558e-01,  -3.74871744e-02,   2.09484762e-01,
        -8.20210199e-02,  -1.64085414e-01,   2.38651160e-01,
         7.26008919e-02,  -1.21554430e-01,   9.81143546e-02,
         1.36554079e-01,   2.72843895e-01,   2.29079511e-02,
         8.33206445e-02,  -2.31589533e-01,  -1.11741191e-01,
        -1.35360683e-01,  -2.71181374e-01,   1.34872107e-01,
         2.12753855e-01,   1.07193772e-01,   1.32928084e-01,
        -5.37057881e-02,   2.41606935e-01,   8.00161101e-03,
         9.18050876e-02,  -5.61148449e-02,   9.10503790e-02,
         6.54132327e-02,  -2.34595552e-01,  -2.47413416e-01,
         6.91478856e-02,   2.00894571e-01,   6.10910286e-02,
         1.46455107e-01,   3.92779819e-02,   6.43254689e-02,
         1.33806465e-01,  -1.51626655e-01,  -1.19278275e-01,
        -1.12386642e-01,   2.44410066e-01,   1.08357629e-02,
        -1.16833490e-01,   1.58695771e-01,   1.97354297e-01,
        -6.13116609e-02,  -6.18559235e-02,  -2.69505089e-01,
         2.87795727e-01,  -3.62173385e-02,  -2.77981013e-01,
         5.82697457e-02,  -2.65813463e-02,   2.65349251e-01,
        -1.75213702e-01,  -6.14671190e-02,  -6.19382691e-02,
        -7.37873823e-02,   1.29333444e-01,   2.86681421e-01,
         1.23765818e-01,  -3.20731123e-02,  -9.75762860e-02,
         1.98373894e-01,  -1.18233114e-01,  -2.18281976e-01,
         1.67734546e-01,   2.08223841e-01,   7.88170588e-02,
         2.52454881e-01,   2.88323104e-02,  -1.77553857e-01,
         1.68786320e-01,   2.31403659e-01,  -2.07434733e-01,
        -8.62816665e-02,   1.38596910e-02,   1.99380745e-01,
        -2.71262264e-01,  -2.33463666e-01,  -8.70771219e-02,
